0.035000,0.008772,0.125313,1.503759,0.393842,0.393842,0.000000,2,1
0.035000,0.008772,0.125313,1.378446,0.232725,0.232725,0.000000,2,1
0.020000,0.005013,0.125313,0.877193,0.313283,0.313283,0.000000,2,0
0.030000,0.007519,0.125313,1.253133,0.480368,0.480368,0.000000,2,0
0.050000,0.012531,0.125313,1.127820,-0.087719,-0.087719,0.000000,2,1
0.040000,0.010025,0.125313,1.503759,0.156642,0.156642,0.000000,2,1
0.025000,0.006266,0.125313,1.378446,0.401003,0.401003,0.000000,2,0
0.025000,0.006266,0.125313,1.253133,0.300752,0.300752,0.000000,2,0
0.045000,0.011278,0.125313,1.629073,0.139237,0.139237,0.000000,2,1
0.025000,0.006266,0.125313,0.751880,0.175439,0.175439,0.000000,2,1
0.035000,0.008772,0.125313,1.253133,0.214823,0.214823,0.000000,2,1
0.030000,0.007519,0.125313,0.751880,0.146199,0.146199,0.000000,2,1
0.055000,0.013784,0.125313,1.253133,0.034176,0.034176,0.000000,2,1
0.045000,0.011278,0.125313,1.378446,0.362016,0.362016,0.000000,2,0
0.040000,0.010025,0.125313,1.378446,0.250627,0.250627,0.000000,2,1
0.025000,0.006266,0.125313,1.002506,0.325815,0.325815,0.000000,2,0
0.055000,0.013784,0.125313,1.503759,0.034176,0.034176,0.000000,2,1
0.035000,0.008772,0.125313,1.002506,0.035804,0.035804,0.000000,2,1
0.070000,0.017544,0.125313,1.629073,-0.295381,-0.295381,0.000000,2,1
0.055000,0.013784,0.125313,1.253133,-0.182274,-0.182274,0.000000,2,1
0.060000,0.015038,0.125313,1.378446,-0.146199,-0.146199,0.000000,2,1
0.040000,0.010025,0.125313,1.002506,0.046992,0.046992,0.000000,2,0
0.040000,0.010025,0.125313,1.378446,0.109649,0.109649,0.000000,2,1
0.050000,0.012531,0.125313,1.378446,0.225564,0.225564,0.000000,2,0
0.045000,0.011278,0.125313,1.629073,0.501253,0.501253,0.000000,2,1
0.015000,0.003759,0.125313,1.253133,0.626566,0.626566,0.000000,2,0
0.055000,0.013784,0.125313,1.503759,0.182274,0.182274,0.000000,2,1
0.035000,0.008772,0.125313,1.002506,0.161117,0.161117,0.000000,2,0
0.040000,0.010025,0.125313,1.253133,0.078321,0.078321,0.000000,2,1
0.040000,0.010025,0.125313,0.877193,0.046992,0.046992,0.000000,2,1
0.060000,0.015038,0.125313,1.378446,0.020886,0.020886,0.000000,2,1
0.045000,0.011278,0.125313,1.754386,0.306321,0.306321,0.000000,2,1
0.045000,0.011278,0.125313,1.253133,0.181008,0.181008,0.000000,2,0
0.050000,0.012531,0.125313,1.127820,0.112782,0.112782,0.000000,2,1
0.030000,0.007519,0.125313,1.253133,0.480368,0.480368,0.000000,2,0
0.045000,0.011278,0.125313,1.002506,0.139237,0.139237,0.000000,2,1
0.070000,0.017544,0.125313,1.629073,-0.259578,-0.259578,0.000000,2,1
0.030000,0.007519,0.125313,1.127820,0.229741,0.229741,0.000000,2,1
0.040000,0.010025,0.125313,1.253133,0.172306,0.172306,0.000000,2,0
0.075000,0.018797,0.125313,1.754386,-0.217210,-0.217210,0.000000,2,1
