0.000391,0.000021,0.013640,9.780051,1.483376,1.483376,0.750000,2,0
0.000391,0.000021,0.013640,3.560102,0.712702,0.712702,0.750000,2,1
0.000391,0.000021,0.013640,4.501279,0.728048,0.728048,0.750000,2,0
0.000391,0.000021,0.013640,0.027280,0.014152,0.014152,0.987500,2,0
0.000391,0.000021,0.013640,0.109122,0.014663,0.014663,0.987500,2,0
0.000391,0.000021,0.013640,0.122762,0.014749,0.014749,0.987500,2,0
0.000391,0.000021,0.013640,0.068201,0.014408,0.014408,0.987500,2,0
0.000391,0.000021,0.013640,0.054561,0.014322,0.014322,0.987500,2,0
0.000391,0.000021,0.013640,0.040921,0.014237,0.014237,0.987500,2,0
0.000391,0.000021,0.013640,0.122762,0.014749,0.014749,0.987500,2,0
0.000391,0.000021,0.013640,0.040921,0.014237,0.014237,0.987500,2,0
0.000391,0.000021,0.013640,0.027280,0.014066,0.014066,0.987500,2,0
0.000391,0.000021,0.013640,0.081841,0.014493,0.014493,0.987500,2,0
0.000391,0.000021,0.013640,9.780051,1.260017,1.260017,0.750000,2,0
0.000391,0.000021,0.013640,14.622336,1.884058,1.884058,0.750000,2,0
0.000391,0.000021,0.013640,14.622336,1.979540,1.979540,0.750000,2,0
0.000391,0.000021,0.013640,0.122762,0.014749,0.014749,0.987500,2,0
0.000391,0.000021,0.013640,5.892583,1.021313,1.021313,0.750000,2,0
0.000391,0.000021,0.013640,5.892583,0.767263,0.767263,0.750000,2,1
0.000391,0.000021,0.013640,7.488491,0.970162,0.970162,0.750000,2,0
0.000391,0.000021,0.013640,0.027280,0.013981,0.013981,0.987500,2,0
0.000391,0.000021,0.013640,4.555840,0.581415,0.581415,0.750000,2,0
0.000391,0.000021,0.013640,5.892583,0.908781,0.908781,0.750000,2,0
0.000391,0.000021,0.013640,14.622336,2.018755,2.018755,0.750000,2,1
0.000391,0.000021,0.013640,10.543905,1.352089,1.352089,0.750000,2,1
0.000391,0.000021,0.013640,1.745951,0.240409,0.240409,0.750000,2,0
0.000391,0.000021,0.013640,0.095482,0.014578,0.014578,0.987500,2,0
0.000391,0.000021,0.013640,0.054561,0.014322,0.014322,0.987500,2,0
0.000391,0.000021,0.013640,0.040921,0.021995,0.021995,0.987500,2,0
0.000391,0.000021,0.013640,0.109122,0.022506,0.022506,0.987500,2,0
0.000391,0.000021,0.013640,0.027280,0.021824,0.021824,0.987500,2,0
0.000391,0.000021,0.013640,0.109122,0.022506,0.022506,0.987500,2,0
0.000391,0.000021,0.013640,0.068201,0.022165,0.022165,0.987500,2,0
0.001758,0.000092,0.013640,0.122762,0.012125,0.012125,0.000000,2,1
0.001758,0.000092,0.013640,0.109122,0.004547,0.004547,0.000000,2,1
0.001758,0.000092,0.013640,0.122762,0.036374,0.036374,0.000000,2,1
0.001758,0.000092,0.013640,0.109122,-0.001516,-0.001516,0.000000,2,1
0.001758,0.000092,0.013640,0.109122,0.025765,0.025765,0.000000,2,1
0.001758,0.000092,0.013640,0.109122,0.007578,0.007578,0.000000,2,1
0.001758,0.000092,0.013640,14.445013,1.606517,1.606517,0.000000,2,0
0.001758,0.000092,0.013640,0.109122,0.021218,0.021218,0.000000,2,1
0.000391,0.000021,0.013640,7.256607,1.079284,1.079284,0.750000,2,1
